date_key,entity_key,segment_key,account_key,scenario_key,amount_myr
202301,5,3,2,1,6186356.51
202301,5,3,2,2,6568800.0
202301,5,3,2,3,6339333.91
202301,5,3,5,1,8540159.05
202301,5,3,5,2,9177000.0
202301,5,3,5,3,8794895.43
202301,5,3,8,1,4121166.27
202301,5,3,8,2,3870300.0
202301,5,3,8,3,4020819.76
202301,5,3,9,1,2621896.38
202301,5,3,9,2,2580200.0
202301,5,3,9,3,2605217.83
202301,5,3,10,1,1300864.29
202301,5,3,10,2,1290100.0
202301,5,3,10,3,1296558.57
202301,5,3,14,1,3052979.61
202301,5,3,14,2,2948800.0
202301,5,3,14,3,3011307.77
202301,5,3,15,1,2564485.84
202301,5,3,15,2,2580200.0
202301,5,3,15,3,2570771.51
202301,5,3,16,1,469780.18
202301,5,3,16,2,442320.0
202301,5,3,16,3,458796.11
202301,5,3,17,1,382024.57
202301,5,3,17,2,387030.0
202301,5,3,17,3,384026.74
202301,5,3,18,1,677452.9
202301,5,3,18,2,626620.0
202301,5,3,18,3,657119.74
202301,5,3,19,1,175655.39
202301,5,3,19,2,165870.0
202301,5,3,19,3,171741.23
202301,5,3,20,1,202703.16
202301,5,3,20,2,202730.0
202301,5,3,20,3,202713.89
202301,5,3,23,1,379270.33
202301,5,3,23,2,387030.0
202301,5,3,23,3,382374.2
202301,5,3,24,1,176394.39
202301,5,3,24,2,165870.0
202301,5,3,24,3,172184.63
202301,5,3,25,1,824203.73
202301,5,3,25,2,783275.0
202301,5,3,25,3,807832.24
202301,5,3,26,1,213786.25
202301,5,3,26,2,202730.0
202301,5,3,26,3,209363.75
202301,5,3,27,1,370792.86
202301,5,3,27,2,350170.0
202301,5,3,27,3,362543.72
202301,6,3,5,1,4580222.96
202301,6,3,5,2,5023200.0
202301,6,3,5,3,4757413.78
202301,6,3,8,1,1685797.64
202301,6,3,8,2,1658700.0
202301,6,3,8,3,1674958.58
202301,6,3,14,1,895237.41
202301,6,3,14,2,903070.0
202301,6,3,14,3,898370.45
202301,6,3,15,1,1181393.79
202301,6,3,15,2,1105800.0
202301,6,3,15,3,1151156.27
202301,6,3,16,1,211576.93
202301,6,3,16,2,202730.0
202301,6,3,16,3,208038.16
202301,6,3,17,1,168108.36
202301,6,3,17,2,165870.0
202301,6,3,17,3,167213.01
202301,6,3,18,1,163536.85
202301,6,3,18,2,165870.0
202301,6,3,18,3,164470.11
202301,6,3,19,1,111845.2
202301,6,3,19,2,110580.0
202301,6,3,19,3,111339.12
202301,6,3,23,1,634706.84
202301,6,3,23,2,626620.0
202301,6,3,23,3,631472.11
202301,6,3,24,1,310980.03
202301,6,3,24,2,294880.0
202301,6,3,24,3,304540.02
202301,6,3,25,1,1155681.55
202301,6,3,25,2,1105800.0
202301,6,3,25,3,1135728.93
202301,6,3,26,1,118414.23
202301,6,3,26,2,110580.0
202301,6,3,26,3,115280.54
202301,6,3,27,1,397891.38
202301,6,3,27,2,387030.0
202301,6,3,27,3,393546.83
202301,7,4,6,1,6903020.83
202301,7,4,6,2,7534800.0
202301,7,4,6,3,7155732.5
202301,7,4,13,1,4657239.62
202301,7,4,13,2,4423200.0
202301,7,4,13,3,4563623.77
202301,7,4,15,1,1364684.41
202301,7,4,15,2,1290100.0
202301,7,4,15,3,1334850.65
202301,7,4,16,1,267629.97
202301,7,4,16,2,258020.0
202301,7,4,16,3,263785.98
202301,7,4,17,1,214663.21
202301,7,4,17,2,202730.0
202301,7,4,17,3,209889.93
202301,7,4,18,1,930422.37
202301,7,4,18,2,903070.0
202301,7,4,18,3,919481.42
202301,7,4,19,1,209475.12
202301,7,4,19,2,202730.0
202301,7,4,19,3,206777.07
202301,7,4,20,1,169760.95
202301,7,4,20,2,165870.0
202301,7,4,20,3,168204.57
202301,7,4,22,1,253376.15
202301,7,4,22,2,258020.0
202301,7,4,22,3,255233.69
202301,7,4,23,1,109529.96
202301,7,4,23,2,110580.0
202301,7,4,23,3,109949.98
202301,7,4,25,1,380304.02
202301,7,4,25,2,387030.0
202301,7,4,25,3,382994.41
202301,7,4,26,1,173332.62
202301,7,4,26,2,165870.0
202301,7,4,26,3,170347.57
202301,7,4,27,1,167825.49
202301,7,4,27,2,165870.0
202301,7,4,27,3,167043.29
202301,8,4,6,1,1657419.31
202301,8,4,6,2,1738800.0
202301,8,4,6,3,1689971.58
202301,8,4,7,1,880896.43
202301,8,4,7,2,888720.0
202301,8,4,7,3,884025.86
202301,8,4,13,1,629804.28
202301,8,4,13,2,626620.0
202301,8,4,13,3,628530.57
202301,8,4,15,1,772018.83
202301,8,4,15,2,755630.0
202301,8,4,15,3,765463.3
202301,8,4,16,1,175369.92
202301,8,4,16,2,165870.0
202301,8,4,16,3,171569.95
202301,8,4,17,1,129393.02
202301,8,4,17,2,129010.0
202301,8,4,17,3,129239.81
202301,8,4,18,1,77334.11
202301,8,4,18,2,78327.5
202301,8,4,18,3,77731.47
202301,8,4,20,1,353410.03
202301,8,4,20,2,350170.0
202301,8,4,20,3,352114.02
202301,8,4,22,1,110137.92
202301,8,4,22,2,110580.0
202301,8,4,22,3,110314.75
202301,8,4,25,1,178347.83
202301,8,4,25,2,165870.0
202301,8,4,25,3,173356.7
202301,8,4,26,1,78341.71
202301,8,4,26,2,73720.0
202301,8,4,26,3,76493.03
202302,1,1,1,1,24056361.9
202302,1,1,1,2,24926649.14
202302,1,1,1,3,24404476.8
202302,1,1,8,1,7914053.85
202302,1,1,8,2,7401688.67
202302,1,1,8,3,7709107.78
202302,1,1,9,1,5786441.15
202302,1,1,9,2,5447424.83
202302,1,1,9,3,5650834.62
202302,1,1,10,1,1575617.56
202302,1,1,10,2,1577802.08
202302,1,1,10,3,1576491.37
202302,1,1,14,1,1959214.32
202302,1,1,14,2,1828652.5
202302,1,1,14,3,1906989.59
202302,1,1,15,1,7390252.31
202302,1,1,15,2,7140452.6
202302,1,1,15,3,7290332.43
202302,1,1,16,1,1387976.89
202302,1,1,16,2,1306180.35
202302,1,1,16,3,1355258.28
202302,1,1,17,1,1679897.35
202302,1,1,17,2,1567416.42
202302,1,1,17,3,1634904.98
202302,1,1,18,1,1057656.35
202302,1,1,18,2,1044944.28
202302,1,1,18,3,1052571.52
202302,1,1,19,1,388220.44
202302,1,1,19,2,391854.11
202302,1,1,19,3,389673.91
202302,1,1,20,1,593840.39
202302,1,1,20,2,592135.09
202302,1,1,20,3,593158.27
202302,1,1,21,1,196058.45
202302,1,1,21,2,191573.12
202302,1,1,21,3,194264.32
202302,1,1,22,1,166728.1
202302,1,1,22,2,156741.64
202302,1,1,22,3,162733.52
202302,1,1,23,1,297632.61
202302,1,1,23,2,278651.81
202302,1,1,23,3,290040.29
202302,1,1,24,1,119483.93
202302,1,1,24,2,121910.17
202302,1,1,24,3,120454.42
202302,1,1,25,1,1258156.57
202302,1,1,25,2,1219101.66
202302,1,1,25,3,1242534.61
202302,1,1,26,1,338315.63
202302,1,1,26,2,330899.02
202302,1,1,26,3,335348.99
202302,1,1,27,1,366564.06
202302,1,1,27,2,365730.5
202302,1,1,27,3,366230.63
202302,2,1,1,1,2605442.73
202302,2,1,1,2,2843818.25
202302,2,1,1,3,2700792.94
202302,2,1,8,1,511333.17
202302,2,1,8,2,504180.3
202302,2,1,8,3,508472.02
202302,2,1,9,1,393058.29
202302,2,1,9,2,365096.08
202302,2,1,9,3,381873.4
202302,2,1,10,1,105638.08
202302,2,1,10,2,104313.17
202302,2,1,10,3,105108.11
202302,2,1,15,1,610534.71
202302,2,1,15,2,591107.94
202302,2,1,15,3,602764.0
202302,2,1,16,1,164583.9
202302,2,1,16,2,156469.75
202302,2,1,16,3,161338.24
202302,2,1,17,1,132591.03
202302,2,1,17,2,130391.46
202302,2,1,17,3,131711.2
202302,2,1,18,1,112612.86
202302,2,1,18,2,104313.17
202302,2,1,18,3,109292.98
202302,2,1,19,1,42192.18
202302,2,1,19,2,39117.44
202302,2,1,19,3,40962.28
202302,2,1,20,1,78652.52
202302,2,1,20,2,78234.87
202302,2,1,20,3,78485.46
202302,2,1,22,1,340447.56
202302,2,1,22,2,330325.02
202302,2,1,22,3,336398.55
202302,2,1,25,1,74656.92
202302,2,1,25,2,73888.49
202302,2,1,25,3,74349.55
202302,2,1,26,1,52612.77
202302,2,1,26,2,52156.58
202302,2,1,26,3,52430.29
202302,3,2,2,1,3659801.4
202302,3,2,2,2,4029398.16
202302,3,2,2,3,3807640.1
202302,3,2,3,1,15974670.78
202302,3,2,3,2,16591619.34
202302,3,2,3,3,16221450.2
202302,3,2,11,1,6146579.88
202302,3,2,11,2,5960585.63
202302,3,2,11,3,6072182.18
202302,3,2,12,1,2069873.53
202302,3,2,12,2,2102059.14
202302,3,2,12,3,2082747.77
202302,3,2,14,1,1059551.19
202302,3,2,14,2,1051029.57
202302,3,2,14,3,1056142.54
202302,3,2,15,1,3007393.87
202302,3,2,15,2,2802745.52
202302,3,2,15,3,2925534.53
202302,3,2,16,1,747515.67
202302,3,2,16,2,744479.28
202302,3,2,16,3,746301.11
202302,3,2,17,1,566073.48
202302,3,2,17,2,569307.68
202302,3,2,17,3,567367.16
202302,3,2,18,1,523156.52
202302,3,2,18,2,507997.63
202302,3,2,18,3,517092.96
202302,3,2,19,1,208295.56
202302,3,2,19,2,192688.75
202302,3,2,19,3,202052.84
202302,3,2,20,1,369455.24
202302,3,2,20,2,367860.35
202302,3,2,20,3,368817.29
202302,3,2,21,1,165328.07
202302,3,2,21,2,157654.44
202302,3,2,21,3,162258.62
202302,3,2,23,1,630067.07
202302,3,2,23,2,595583.42
202302,3,2,23,3,616273.61
202302,3,2,24,1,369287.71
202302,3,2,24,2,367860.35
202302,3,2,24,3,368716.76
202302,3,2,25,1,1662395.54
202302,3,2,25,2,1576544.35
202302,3,2,25,3,1628055.07
202302,3,2,26,1,160381.42
202302,3,2,26,2,157654.44
202302,3,2,26,3,159290.63
202302,3,2,27,1,219574.29
202302,3,2,27,2,210205.91
202302,3,2,27,3,215826.94
202302,4,2,4,1,7103005.83
202302,4,2,4,2,7359879.86
202302,4,2,4,3,7205755.45
202302,4,2,13,1,3083458.47
202302,4,2,13,2,2980292.81
202302,4,2,13,3,3042192.21
202302,4,2,15,1,1603288.74
202302,4,2,15,2,1621629.91
202302,4,2,15,3,1610625.21
202302,4,2,16,1,298869.4
202302,4,2,16,2,280498.15
202302,4,2,16,3,291520.9
202302,4,2,17,1,337239.06
202302,4,2,17,2,333091.55
202302,4,2,17,3,335580.05
202302,4,2,18,1,367642.14
202302,4,2,18,2,368153.82
202302,4,2,18,3,367846.81
202302,4,2,19,1,241407.07
202302,4,2,19,2,245435.88
202302,4,2,19,3,243018.59
202302,4,2,20,1,109425.65
202302,4,2,20,2,105186.81
202302,4,2,20,3,107730.11
202302,4,2,23,1,202336.77
202302,4,2,23,2,192842.48
202302,4,2,23,3,198539.06
202302,4,2,24,1,73098.5
202302,4,2,24,2,74507.32
202302,4,2,24,3,73662.03
202302,4,2,25,1,343808.62
202302,4,2,25,2,333091.55
202302,4,2,25,3,339521.79
202302,4,2,26,1,123053.15
202302,4,2,26,2,122717.94
202302,4,2,26,3,122919.06
202302,5,3,2,1,5873594.6
202302,5,3,2,2,6079023.45
202302,5,3,2,3,5955766.14
202302,5,3,5,1,7831317.52
202302,5,3,5,2,8499660.88
202302,5,3,5,3,8098654.86
202302,5,3,8,1,3864785.48
202302,5,3,8,2,3678603.49
202302,5,3,8,3,3790312.69
202302,5,3,9,1,2495572.15
202302,5,3,9,2,2448437.13
202302,5,3,9,3,2476718.14
202302,5,3,10,1,1317199.85
202302,5,3,10,2,1224218.56
202302,5,3,10,3,1280007.34
202302,5,3,14,1,2780190.17
202302,5,3,14,2,2798213.86
202302,5,3,14,3,2787399.65
202302,5,3,15,1,2484044.56
202302,5,3,15,2,2448437.13
202302,5,3,15,3,2469801.58
202302,5,3,16,1,415987.96
202302,5,3,16,2,419732.08
202302,5,3,16,3,417485.61
202302,5,3,17,1,394704.23
202302,5,3,17,2,367265.57
202302,5,3,17,3,383728.77
202302,5,3,18,1,636142.08
202302,5,3,18,2,594620.44
202302,5,3,18,3,619533.42
202302,5,3,19,1,158339.73
202302,5,3,19,2,157399.53
202302,5,3,19,3,157963.65
202302,5,3,20,1,201499.93
202302,5,3,20,2,192377.2
202302,5,3,20,3,197850.84
202302,5,3,23,1,390635.1
202302,5,3,23,2,367265.57
202302,5,3,23,3,381287.29
202302,5,3,24,1,163163.29
202302,5,3,24,2,157399.53
202302,5,3,24,3,160857.78
202302,5,3,25,1,768535.48
202302,5,3,25,2,743275.56
202302,5,3,25,3,758431.51
202302,5,3,26,1,193207.25
202302,5,3,26,2,192377.2
202302,5,3,26,3,192875.23
202302,5,3,27,1,328625.97
202302,5,3,27,2,332287.9
202302,5,3,27,3,330090.74
202302,6,3,5,1,4599381.56
202302,6,3,5,2,4644849.89
202302,6,3,5,3,4617568.89
202302,6,3,8,1,1686265.39
202302,6,3,8,2,1572703.54
202302,6,3,8,3,1640840.65
202302,6,3,14,1,894480.94
202302,6,3,14,2,856249.7
202302,6,3,14,3,879188.44
202302,6,3,15,1,1063496.7
202302,6,3,15,2,1048469.02
202302,6,3,15,3,1057485.63
202302,6,3,16,1,195176.12
202302,6,3,16,2,192219.32
202302,6,3,16,3,193993.4
202302,6,3,17,1,165797.9
202302,6,3,17,2,157270.35
202302,6,3,17,3,162386.88
202302,6,3,18,1,168572.91
202302,6,3,18,2,157270.35
202302,6,3,18,3,164051.89
202302,6,3,19,1,112273.59
202302,6,3,19,2,104846.9
202302,6,3,19,3,109302.92
202302,6,3,23,1,629650.27
202302,6,3,23,2,594132.45
202302,6,3,23,3,615443.14
202302,6,3,24,1,292332.81
202302,6,3,24,2,279591.74
202302,6,3,24,3,287236.38
202302,6,3,25,1,1035945.76
202302,6,3,25,2,1048469.02
202302,6,3,25,3,1040955.07
202302,6,3,26,1,104432.15
202302,6,3,26,2,104846.9
202302,6,3,26,3,104598.05
202302,6,3,27,1,393391.41
202302,6,3,27,2,366964.16
202302,6,3,27,3,382820.51
202302,7,4,6,1,6711628.99
202302,7,4,6,2,6972997.48
202302,7,4,6,3,6816176.39
202302,7,4,13,1,4111380.85
202302,7,4,13,2,4193876.1
202302,7,4,13,3,4144378.95
202302,7,4,15,1,1210788.98
202302,7,4,15,2,1223213.86
202302,7,4,15,3,1215758.93
202302,7,4,16,1,256332.71
202302,7,4,16,2,244642.77
202302,7,4,16,3,251656.73
202302,7,4,17,1,188356.34
202302,7,4,17,2,192219.32
202302,7,4,17,3,189901.53
202302,7,4,18,1,852790.11
202302,7,4,18,2,856249.7
202302,7,4,18,3,854173.94
202302,7,4,19,1,199129.98
202302,7,4,19,2,192219.32
202302,7,4,19,3,196365.72
202302,7,4,20,1,165245.67
202302,7,4,20,2,157270.35
202302,7,4,20,3,162055.54
202302,7,4,22,1,256041.64
202302,7,4,22,2,244642.77
202302,7,4,22,3,251482.1
202302,7,4,23,1,105109.23
202302,7,4,23,2,104846.9
202302,7,4,23,3,105004.3
202302,7,4,25,1,386340.59
202302,7,4,25,2,366964.16
202302,7,4,25,3,378590.02
202302,7,4,26,1,157874.29
202302,7,4,26,2,157270.35
202302,7,4,26,3,157632.72
202302,7,4,27,1,159303.51
202302,7,4,27,2,157270.35
202302,7,4,27,3,158490.25
202302,8,4,6,1,1589486.26
202302,8,4,6,2,1628811.76
202302,8,4,6,3,1605216.46
202302,8,4,7,1,802999.44
202302,8,4,7,2,830719.12
202302,8,4,7,3,814087.31
202302,8,4,13,1,639382.41
202302,8,4,13,2,599272.93
202302,8,4,13,3,623338.62
202302,8,4,15,1,756744.93
202302,8,4,15,2,722652.65
202302,8,4,15,3,743108.02
202302,8,4,16,1,164654.28
202302,8,4,16,2,158631.07
202302,8,4,16,3,162245.0
202302,8,4,17,1,122027.31
202302,8,4,17,2,123379.72
202302,8,4,17,3,122568.27
202302,8,4,18,1,76204.32
202302,8,4,18,2,74909.12
202302,8,4,18,3,75686.24
202302,8,4,20,1,337138.89
202302,8,4,20,2,334887.81
202302,8,4,20,3,336238.46
202302,8,4,22,1,106233.64
202302,8,4,22,2,105754.05
202302,8,4,22,3,106041.8
202302,8,4,25,1,171272.67
202302,8,4,25,2,158631.07
202302,8,4,25,3,166216.03
202302,8,4,26,1,71906.19
202302,8,4,26,2,70502.7
202302,8,4,26,3,71344.79
202303,1,1,1,1,28371381.25
202303,1,1,1,2,28666105.52
202303,1,1,1,3,28489270.96
202303,1,1,8,1,8396504.95
202303,1,1,8,2,8039185.03
202303,1,1,8,3,8253576.98
202303,1,1,9,1,6335877.65
202303,1,1,9,2,5969804.72
202303,1,1,9,3,6189448.48
202303,1,1,10,1,1778871.77
202303,1,1,10,2,1725050.7
202303,1,1,10,3,1757343.34
202303,1,1,14,1,2063325.64
202303,1,1,14,2,1986151.6
202303,1,1,14,3,2032456.02
202303,1,1,15,1,7989326.01
202303,1,1,15,2,7755449.09
202303,1,1,15,3,7895775.24
202303,1,1,16,1,1417983.97
202303,1,1,16,2,1418679.71
202303,1,1,16,3,1418262.27
202303,1,1,17,1,1794109.54
202303,1,1,17,2,1702415.65
202303,1,1,17,3,1757431.98
202303,1,1,18,1,1144394.5
202303,1,1,18,2,1134943.77
202303,1,1,18,3,1140614.21
202303,1,1,19,1,417895.48
202303,1,1,19,2,425603.91
202303,1,1,19,3,420978.85
202303,1,1,20,1,672670.75
202303,1,1,20,2,643134.8
202303,1,1,20,3,660856.37
202303,1,1,21,1,207582.03
202303,1,1,21,2,208073.02
202303,1,1,21,3,207778.43
202303,1,1,22,1,183237.11
202303,1,1,22,2,170241.57
202303,1,1,22,3,178038.9
202303,1,1,23,1,326175.15
202303,1,1,23,2,302651.67
202303,1,1,23,3,316765.76
202303,1,1,24,1,142168.38
202303,1,1,24,2,132410.11
202303,1,1,24,3,138265.07
202303,1,1,25,1,1347328.62
202303,1,1,25,2,1324101.06
202303,1,1,25,3,1338037.6
202303,1,1,26,1,352561.26
202303,1,1,26,2,359398.86
202303,1,1,26,3,355296.3
202303,1,1,27,1,427056.11
202303,1,1,27,2,397230.32
202303,1,1,27,3,415125.8
202303,2,1,1,1,3086975.24
202303,2,1,1,2,3264770.22
202303,2,1,1,3,3158093.23
202303,2,1,8,1,589860.4
202303,2,1,8,2,546654.68
202303,2,1,8,3,572578.11
202303,2,1,9,1,427016.44
202303,2,1,9,2,395853.39
202303,2,1,9,3,414551.22
202303,2,1,10,1,120714.99
202303,2,1,10,2,113100.97
202303,2,1,10,3,117669.38
202303,2,1,15,1,647145.98
202303,2,1,15,2,640905.49
202303,2,1,15,3,644649.79
202303,2,1,16,1,172888.78
202303,2,1,16,2,169651.45
202303,2,1,16,3,171593.85
202303,2,1,17,1,150866.44
202303,2,1,17,2,141376.21
202303,2,1,17,3,147070.35
202303,2,1,18,1,114464.27
202303,2,1,18,2,113100.97
202303,2,1,18,3,113918.95
202303,2,1,19,1,42279.47
202303,2,1,19,2,42412.86
202303,2,1,19,3,42332.83
202303,2,1,20,1,87945.92
202303,2,1,20,2,84825.73
202303,2,1,20,3,86697.85
202303,2,1,22,1,385334.11
202303,2,1,22,2,358153.07
202303,2,1,22,3,374461.69
202303,2,1,25,1,84209.94
202303,2,1,25,2,80113.19
202303,2,1,25,3,82571.24
202303,2,1,26,1,58707.92
202303,2,1,26,2,56550.48
202303,2,1,26,3,57844.95
202303,3,2,2,1,4260111.45
202303,3,2,2,2,4660867.73
202303,3,2,2,3,4420413.96
202303,3,2,3,1,18517469.83
202303,3,2,3,2,19222273.29
202303,3,2,3,3,18799391.21
202303,3,2,11,1,7047648.83
202303,3,2,11,2,6516858.22
202303,3,2,11,3,6835332.58
202303,3,2,12,1,2282217.47
202303,3,2,12,2,2296402.13
202303,3,2,12,3,2287891.34
202303,3,2,14,1,1185882.14
202303,3,2,14,2,1148201.07
202303,3,2,14,3,1170809.71
202303,3,2,15,1,3275686.83
202303,3,2,15,2,3061869.51
202303,3,2,15,3,3190159.9
202303,3,2,16,1,858650.54
202303,3,2,16,2,813309.09
202303,3,2,16,3,840513.96
202303,3,2,17,1,653809.78
202303,3,2,17,2,621942.24
202303,3,2,17,3,641062.77
202303,3,2,18,1,583712.35
202303,3,2,18,2,554963.85
202303,3,2,18,3,572212.95
202303,3,2,19,1,213964.71
202303,3,2,19,2,210503.53
202303,3,2,19,3,212580.24
202303,3,2,20,1,405747.88
202303,3,2,20,2,401870.37
202303,3,2,20,3,404196.88
202303,3,2,21,1,183049.79
202303,3,2,21,2,172230.16
202303,3,2,21,3,178721.94
202303,3,2,23,1,691571.87
202303,3,2,23,2,650647.27
202303,3,2,23,3,675202.03
202303,3,2,24,1,429507.14
202303,3,2,24,2,401870.37
202303,3,2,24,3,418452.43
202303,3,2,25,1,1848942.36
202303,3,2,25,2,1722301.6
202303,3,2,25,3,1798286.05
202303,3,2,26,1,177758.26
202303,3,2,26,2,172230.16
202303,3,2,26,3,175547.02
202303,3,2,27,1,236778.39
202303,3,2,27,2,229640.21
202303,3,2,27,3,233923.12
202303,4,2,4,1,8369558.71
202303,4,2,4,2,8533486.85
202303,4,2,4,3,8435129.96
202303,4,2,13,1,3409581.23
202303,4,2,13,2,3258429.11
202303,4,2,13,3,3349120.38
202303,4,2,15,1,1864718.43
202303,4,2,15,2,1772968.78
202303,4,2,15,3,1828018.57
202303,4,2,16,1,325512.29
202303,4,2,16,2,306675.68
202303,4,2,16,3,317977.65
202303,4,2,17,1,390082.97
202303,4,2,17,2,364177.37
202303,4,2,17,3,379720.73
202303,4,2,18,1,408238.09
202303,4,2,18,2,402511.83
202303,4,2,18,3,405947.58
202303,4,2,19,1,273198.56
202303,4,2,19,2,268341.22
202303,4,2,19,3,271255.62
202303,4,2,20,1,113746.43
202303,4,2,20,2,115003.38
202303,4,2,20,3,114249.21
202303,4,2,23,1,219061.84
